NOME,ANO,PONTO_VIRADA,FASE,TURMA,PEDRA,INDE,IAA,IEG,IPS,IDA,IPP,IPV,IAN,IDADE
ALUNO-477,2021,0,2,L,Quartzo,5.18,0.0,5.8,7.5,4.3,7.3,5.9,5.0,12.0
ALUNO-482,2021,1,2,F,Topázio,9.02,10.0,10.0,7.5,9.1,9.8,9.8,5.0,12.0
ALUNO-483,2021,0,2,G,Ametista,7.64,9.5,8.3,5.0,8.1,7.9,8.1,5.0,11.0
ALUNO-485,2021,0,3,D,Ágata,6.39,7.1,6.1,7.5,5.0,7.3,7.4,5.0,
ALUNO-486,2021,0,2,C,Quartzo,5.51,0.0,6.3,7.5,6.0,6.7,5.7,5.0,12.0
ALUNO-487,2021,0,0,S,Ametista,7.44,10.0,6.7,7.5,7.1,7.8,8.3,5.0,8.0
ALUNO-488,2021,0,3,R,Ágata,5.54,8.3,5.3,7.5,3.0,7.1,5.5,5.0,13.0
ALUNO-490,2021,0,4,A,Ametista,7.04,8.8,7.8,6.9,6.5,7.3,7.0,5.0,14.0
ALUNO-494,2021,1,1,C,Topázio,8.27,9.5,9.2,7.5,7.2,8.8,9.6,5.0,
ALUNO-496,2021,0,4,A,Ametista,7.89,9.6,6.7,7.5,7.5,8.3,7.7,10.0,11.0
ALUNO-497,2021,0,2,K,Ametista,7.6,9.0,8.3,7.5,6.6,8.1,8.2,5.0,
ALUNO-498,2021,0,3,H,Ágata,5.74,9.6,3.9,5.0,3.8,7.3,5.1,10.0,
ALUNO-499,2021,0,2,A,Ametista,7.5,9.0,7.1,7.5,7.1,7.5,8.8,5.0,11.0
ALUNO-500,2021,0,7,A,Ametista,7.88,9.2,8.9,5.6,6.4,8.1,7.6,10.0,16.0
ALUNO-502,2021,0,4,G,Ágata,6.85,10.0,4.7,7.5,3.9,8.8,7.5,10.0,13.0
ALUNO-503,2021,0,0,J,Ametista,8.01,9.5,10.0,7.5,6.9,7.5,8.4,5.0,8.0
ALUNO-507,2021,0,4,E,Ágata,5.58,9.6,3.9,5.0,2.8,7.2,5.3,10.0,13.0
ALUNO-511,2021,0,0,S,Ametista,7.3,7.5,8.3,7.5,6.6,7.5,7.8,5.0,
ALUNO-512,2021,1,4,A,Ametista,7.97,8.3,8.6,7.5,7.0,8.8,9.5,5.0,14.0
ALUNO-513,2021,0,1,F,Ametista,7.29,8.5,7.5,7.5,6.1,7.7,8.4,5.0,9.0
ALUNO-518,2021,0,7,A,Ametista,7.97,9.6,6.7,7.5,7.9,8.1,7.7,10.0,16.0
ALUNO-520,2021,0,3,L,Topázio,8.41,7.9,9.7,5.6,7.2,9.0,8.9,10.0,10.0
ALUNO-521,2021,0,2,E,Ametista,7.25,9.5,4.6,7.5,5.3,8.5,8.7,10.0,10.0
ALUNO-522,2021,0,2,P,Ágata,5.87,8.5,4.2,7.5,3.8,7.5,7.1,5.0,11.0
ALUNO-523,2021,0,3,D,Ametista,7.08,7.9,5.6,7.5,6.4,6.9,7.3,10.0,
ALUNO-524,2021,1,1,E,Topázio,8.49,9.5,9.2,7.5,8.4,8.8,9.6,5.0,9.0
ALUNO-526,2021,0,1,F,Ametista,7.63,8.5,8.8,7.5,7.8,7.7,7.3,5.0,
ALUNO-527,2021,0,6,C,Ametista,7.62,9.2,7.2,7.5,7.1,8.6,8.7,5.0,16.0
ALUNO-529,2021,0,1,N,Ametista,8.09,8.0,9.6,7.5,8.0,8.1,8.6,5.0,
ALUNO-531,2021,0,5,A,Ametista,7.22,8.8,8.3,7.5,5.7,7.8,7.5,5.0,16.0
ALUNO-533,2021,0,3,B,Ágata,5.96,9.2,5.3,7.5,4.9,7.8,4.9,5.0,13.0
ALUNO-536,2021,0,1,R,Quartzo,4.59,8.0,1.7,7.5,3.1,6.7,4.6,5.0,
ALUNO-537,2021,0,0,M,Quartzo,4.81,6.3,4.2,7.5,3.4,5.0,4.6,5.0,
ALUNO-538,2021,0,2,J,Quartzo,4.82,9.0,5.0,5.0,1.1,5.2,5.9,5.0,
ALUNO-540,2021,0,2,I,Ágata,6.08,8.5,5.4,7.5,4.5,7.5,6.2,5.0,12.0
ALUNO-541,2021,0,4,L,Ametista,7.83,9.2,6.9,7.5,6.8,8.1,8.0,10.0,13.0
ALUNO-542,2021,0,0,R,Ametista,7.57,8.0,8.3,7.5,7.0,7.8,8.3,5.0,
ALUNO-544,2021,0,2,R,Ametista,7.29,9.0,7.9,6.3,6.7,8.1,7.7,5.0,12.0
ALUNO-546,2021,0,6,A,Ágata,5.73,10.0,7.2,2.5,4.0,4.6,6.3,5.0,18.0
ALUNO-547,2021,0,4,G,Ágata,6.8,7.5,6.4,6.3,7.1,8.0,7.1,5.0,14.0
ALUNO-548,2021,1,0,S,Topázio,8.43,9.5,10.0,7.5,5.3,7.8,9.5,10.0,
ALUNO-550,2021,1,0,S,Ametista,7.87,10.0,8.3,7.5,6.9,7.2,9.3,5.0,
ALUNO-555,2021,0,2,J,Topázio,8.49,7.4,10.0,8.1,6.6,8.5,8.8,10.0,10.0
ALUNO-557,2021,0,2,M,Ametista,7.54,9.0,8.3,6.9,5.9,8.1,8.9,5.0,12.0
ALUNO-560,2021,0,2,N,Ágata,6.49,9.5,4.6,7.5,3.2,8.1,7.1,10.0,10.0
ALUNO-561,2021,0,3,G,Quartzo,4.74,7.9,1.1,7.5,4.0,6.9,4.9,5.0,13.0
ALUNO-562,2021,0,2,L,Topázio,8.42,7.5,7.9,7.5,9.2,8.8,8.1,10.0,9.0
ALUNO-563,2021,1,0,T,Topázio,8.37,9.5,10.0,7.5,7.1,8.1,9.7,5.0,
ALUNO-564,2021,0,4,E,Ágata,5.75,10.0,3.9,7.5,2.8,7.2,4.8,10.0,13.0
ALUNO-565,2021,1,1,N,Topázio,8.38,10.0,8.8,7.5,5.8,8.1,9.6,10.0,
ALUNO-566,2021,0,5,B,Ametista,8.13,8.8,7.8,7.5,7.9,8.4,7.6,10.0,
ALUNO-567,2021,0,0,Q,Ágata,6.88,8.0,5.8,7.5,5.0,7.2,7.3,10.0,
ALUNO-569,2021,0,1,B,Topázio,8.64,10.0,10.0,7.5,7.0,7.5,8.7,10.0,8.0
ALUNO-570,2021,0,1,R,Quartzo,5.05,9.5,3.3,7.5,2.0,7.7,5.1,5.0,11.0
ALUNO-571,2021,0,3,D,Ametista,7.25,6.7,7.2,7.5,7.6,7.7,7.9,5.0,
ALUNO-572,2021,1,0,Q,Topázio,8.68,7.5,10.0,7.5,6.7,8.4,10.0,10.0,
ALUNO-574,2021,0,6,C,Ametista,7.34,8.8,8.6,7.5,5.7,8.0,7.8,5.0,16.0
ALUNO-578,2021,1,0,Q,Ametista,7.49,8.5,6.7,7.5,5.2,7.2,9.0,10.0,
ALUNO-579,2021,0,2,H,Ametista,7.33,8.5,6.3,7.5,5.4,7.5,8.2,10.0,10.0
ALUNO-583,2021,0,4,A,Ágata,6.54,6.7,5.6,7.5,5.8,7.7,7.9,5.0,14.0
ALUNO-584,2021,0,1,C,Ametista,7.04,9.0,8.8,7.5,2.7,8.1,8.9,5.0,
ALUNO-585,2021,0,2,F,Quartzo,2.73,0.0,1.3,4.4,0.4,6.6,5.3,2.5,15.0
ALUNO-586,2021,0,1,J,Ametista,8.02,8.5,9.6,7.5,7.1,8.1,8.9,5.0,10.0
ALUNO-588,2021,0,1,E,Topázio,8.88,10.0,9.6,7.5,7.8,8.8,8.9,10.0,8.0
ALUNO-589,2021,0,1,R,Ametista,7.41,7.4,8.3,7.5,6.4,8.1,8.3,5.0,11.0
ALUNO-594,2021,0,1,C,Ametista,7.48,9.5,9.2,7.5,4.8,7.9,8.4,5.0,11.0
ALUNO-595,2021,1,0,S,Topázio,8.81,9.5,10.0,7.5,6.9,7.8,9.8,10.0,
ALUNO-596,2021,0,1,N,Ágata,6.37,10.0,6.7,7.5,3.0,8.1,6.9,5.0,
ALUNO-602,2021,0,1,E,Quartzo,4.94,0.0,4.6,7.5,2.3,8.4,7.3,5.0,11.0
ALUNO-603,2021,0,1,R,Ágata,5.79,0.0,9.2,3.1,3.3,8.1,8.3,5.0,13.0
ALUNO-608,2021,0,4,A,Ametista,7.31,7.1,7.2,5.0,8.5,7.7,8.5,5.0,14.0
ALUNO-610,2021,0,5,B,Ametista,6.91,8.8,6.4,7.5,5.8,8.4,7.5,5.0,
ALUNO-613,2021,0,1,R,Ametista,7.2,9.5,9.2,3.1,5.5,8.3,8.3,5.0,11.0
ALUNO-615,2021,0,1,B,Topázio,8.36,9.0,8.8,7.5,7.4,7.5,8.7,10.0,8.0
ALUNO-617,2021,1,0,T,Topázio,8.58,9.0,10.0,7.5,5.9,8.1,9.7,10.0,
ALUNO-619,2021,0,2,N,Ágata,6.68,7.9,5.0,7.5,4.6,7.7,7.2,10.0,10.0
ALUNO-620,2021,0,1,C,Quartzo,2.94,0.0,1.3,7.5,0.0,6.3,4.1,5.0,
ALUNO-622,2021,0,3,F,Quartzo,5.19,10.0,3.6,7.5,0.7,6.9,4.5,10.0,12.0
ALUNO-624,2021,0,3,F,Ágata,5.74,7.1,5.0,7.5,5.1,7.1,6.5,2.5,15.0
ALUNO-627,2021,0,0,S,Ametista,7.44,8.0,8.3,7.5,6.9,7.5,8.0,5.0,
ALUNO-628,2021,0,0,O,Ametista,7.44,9.0,8.3,7.5,5.9,7.5,8.4,5.0,
ALUNO-632,2021,0,0,S,Ágata,5.89,9.0,5.0,7.5,3.4,7.5,6.5,5.0,
ALUNO-634,2021,0,1,A,Quartzo,3.75,6.3,2.1,6.3,2.4,4.4,3.3,5.0,12.0
ALUNO-635,2021,0,5,F,Quartzo,4.49,4.6,3.3,5.0,4.8,5.9,4.0,5.0,15.0
ALUNO-638,2021,0,2,I,Ágata,6.78,8.5,6.3,6.9,6.1,7.5,7.7,5.0,13.0
ALUNO-642,2021,0,1,C,Ametista,7.08,8.5,7.5,6.3,6.4,6.9,8.2,5.0,9.0
ALUNO-644,2021,1,2,A,Topázio,9.16,10.0,10.0,5.0,9.4,8.5,9.7,10.0,10.0
ALUNO-645,2021,0,0,J,Ágata,6.63,10.0,6.7,7.5,5.3,7.5,6.2,5.0,8.0
ALUNO-646,2021,0,2,D,Ametista,7.4,9.0,7.9,7.5,6.6,7.7,7.8,5.0,11.0
ALUNO-647,2021,0,2,R,Quartzo,3.87,9.5,1.7,5.0,0.0,7.3,4.3,5.0,11.0
ALUNO-653,2021,0,0,M,Ametista,6.94,9.0,5.8,7.5,4.9,7.5,7.0,10.0,
ALUNO-657,2021,1,2,P,Ametista,8.05,9.5,6.3,7.5,8.5,9.0,10.0,5.0,11.0
ALUNO-658,2021,0,0,N,Ágata,5.62,9.5,4.2,7.5,2.8,7.8,6.2,5.0,
ALUNO-659,2021,0,3,B,Quartzo,5.35,8.3,3.6,7.5,1.3,7.8,5.1,10.0,11.0
ALUNO-660,2021,0,5,B,Quartzo,5.34,8.3,4.7,0.0,5.3,7.9,6.0,5.0,
ALUNO-663,2021,0,2,D,Quartzo,5.48,7.8,2.9,7.5,3.3,6.7,5.2,10.0,10.0
ALUNO-664,2021,1,5,A,Topázio,8.68,10.0,8.6,7.5,9.3,8.8,9.9,5.0,15.0
ALUNO-668,2021,0,2,J,Ágata,6.72,8.0,5.8,7.5,4.5,7.5,6.8,10.0,10.0
ALUNO-670,2021,1,6,A,Ametista,7.87,7.9,7.5,7.5,7.9,9.2,9.2,5.0,16.0
ALUNO-671,2021,0,1,E,Ametista,7.96,9.0,9.6,6.3,7.4,8.3,8.5,5.0,10.0
ALUNO-672,2021,0,1,N,Quartzo,5.41,9.5,3.3,7.5,2.3,7.7,6.6,5.0,9.0
ALUNO-675,2021,0,5,B,Quartzo,4.6,8.3,2.8,7.5,0.0,7.5,3.6,10.0,
ALUNO-681,2021,0,2,C,Ágata,6.84,8.5,6.3,6.9,6.6,7.3,7.5,5.0,13.0
ALUNO-682,2021,1,1,N,Ametista,8.04,8.0,9.6,7.5,7.3,8.1,9.1,5.0,10.0
ALUNO-685,2021,0,0,P,Ágata,6.05,8.5,5.0,6.3,4.7,7.2,7.1,5.0,8.0
ALUNO-686,2021,0,0,P,Ametista,6.92,9.5,5.8,7.5,6.5,7.5,7.5,5.0,11.0
ALUNO-687,2021,0,3,C,Quartzo,5.1,6.7,5.0,7.5,2.0,7.3,5.3,5.0,
ALUNO-688,2021,0,7,A,Ametista,7.74,8.3,9.7,5.6,8.3,7.8,7.3,5.0,17.0
ALUNO-689,2021,0,2,B,Ametista,7.91,8.5,9.2,7.5,7.9,7.5,8.3,5.0,11.0
ALUNO-690,2021,0,0,N,Ágata,6.04,9.0,8.3,0.0,4.9,7.5,6.2,5.0,
ALUNO-693,2021,0,0,P,Ágata,6.67,8.5,5.0,7.5,5.9,7.5,8.3,5.0,8.0
ALUNO-694,2021,0,0,Q,Topázio,8.66,9.5,10.0,7.5,7.3,7.8,8.7,10.0,
ALUNO-695,2021,1,0,J,Topázio,8.26,10.0,10.0,7.5,7.1,7.5,9.3,5.0,8.0
ALUNO-698,2021,0,6,A,Ametista,7.29,7.9,8.1,5.6,7.2,8.1,7.9,5.0,16.0
ALUNO-700,2021,0,2,I,Ágata,6.2,9.5,4.6,7.5,4.9,7.5,6.8,5.0,11.0
ALUNO-703,2021,0,3,F,Ametista,7.11,9.2,6.7,7.5,6.3,7.5,7.9,5.0,13.0
ALUNO-706,2021,0,2,I,Ametista,7.21,10.0,6.3,7.5,6.9,7.7,7.8,5.0,
ALUNO-707,2021,0,2,C,Ágata,6.81,9.5,7.1,7.5,5.4,7.5,8.1,2.5,14.0
ALUNO-708,2021,0,1,E,Ametista,7.29,9.0,9.2,7.5,5.1,8.3,7.2,5.0,10.0
ALUNO-709,2021,0,1,R,Ametista,7.45,8.5,8.3,7.5,5.8,8.5,8.4,5.0,
ALUNO-710,2021,0,2,B,Topázio,8.71,9.5,9.2,7.5,8.3,8.3,8.4,10.0,10.0
ALUNO-713,2021,0,2,R,Quartzo,5.13,0.0,6.3,6.9,2.6,8.1,6.8,5.0,11.0
ALUNO-716,2021,0,2,G,Ametista,6.91,8.5,6.3,7.5,4.5,7.5,7.1,10.0,9.0
ALUNO-717,2021,0,3,R,Quartzo,5.49,8.8,4.7,7.5,3.3,7.1,5.3,5.0,
ALUNO-721,2021,0,2,I,Quartzo,5.03,9.5,3.8,5.6,2.5,6.7,5.5,5.0,12.0
ALUNO-722,2021,1,1,M,Topázio,8.27,10.0,10.0,7.5,6.9,8.1,9.2,5.0,
ALUNO-725,2021,0,2,M,Quartzo,2.77,0.0,0.4,7.5,0.0,7.5,3.4,5.0,11.0
ALUNO-726,2021,0,0,M,Ágata,5.98,8.4,4.2,7.5,3.4,7.2,5.7,10.0,
ALUNO-729,2021,0,4,E,Ágata,5.69,6.7,3.9,7.5,5.8,7.5,5.4,5.0,
ALUNO-730,2021,0,5,F,Ágata,5.69,8.3,4.4,5.0,5.8,7.3,5.3,5.0,
ALUNO-732,2021,0,5,L,Ametista,7.76,7.9,6.4,7.5,8.0,8.1,7.7,10.0,14.0
ALUNO-733,2021,0,3,L,Ametista,6.89,8.8,6.4,6.3,4.4,7.7,7.3,10.0,11.0
ALUNO-736,2021,0,0,N,Quartzo,5.11,9.0,5.0,0.0,3.6,2.5,6.2,10.0,
ALUNO-737,2021,0,2,N,Ametista,7.43,9.0,7.1,7.5,6.9,8.5,8.1,5.0,11.0
ALUNO-738,2021,0,3,J,Ametista,8.04,9.2,7.8,6.3,8.1,7.5,7.9,10.0,12.0
ALUNO-739,2021,1,3,A,Ametista,8.09,9.2,8.1,8.8,7.6,8.1,9.2,5.0,13.0
ALUNO-740,2021,0,0,P,Ágata,6.42,9.0,5.8,7.5,4.2,7.5,7.6,5.0,10.0
ALUNO-741,2021,0,5,B,Ametista,7.0,8.8,4.4,7.5,6.2,8.0,7.3,10.0,
ALUNO-742,2021,0,3,G,Ametista,7.36,7.5,6.1,7.5,6.8,7.7,7.5,10.0,
ALUNO-743,2021,0,1,J,Ametista,8.06,10.0,8.8,5.0,6.4,7.9,8.7,10.0,8.0
ALUNO-746,2021,1,2,G,Topázio,9.11,9.0,8.8,8.8,9.3,8.5,9.4,10.0,10.0
ALUNO-747,2021,1,4,E,Topázio,8.68,8.8,8.9,7.5,7.4,9.2,9.3,10.0,13.0
ALUNO-748,2021,0,0,Q,Ametista,7.99,10.0,10.0,7.5,6.4,7.8,8.3,5.0,
ALUNO-749,2021,0,4,G,Ágata,6.51,6.3,5.0,7.5,7.6,7.5,6.8,5.0,14.0
ALUNO-753,2021,0,4,E,Quartzo,4.79,8.3,2.5,7.5,0.8,7.2,4.1,10.0,12.0
ALUNO-755,2021,0,4,G,Ágata,6.87,7.1,4.7,6.9,6.8,7.8,7.0,10.0,13.0
ALUNO-757,2021,0,3,A,Quartzo,5.42,7.9,5.3,7.5,2.9,7.3,5.1,5.0,13.0
ALUNO-758,2021,0,2,K,Ametista,6.98,8.5,5.4,7.5,6.5,8.3,8.3,5.0,11.0
ALUNO-760,2021,0,0,P,Ametista,7.36,8.0,5.8,7.5,6.8,7.8,7.5,10.0,7.0
ALUNO-763,2021,0,1,F,Ágata,6.55,7.5,7.1,7.5,3.2,7.9,8.5,5.0,
ALUNO-766,2021,0,5,A,Ametista,7.44,9.2,7.5,7.5,6.5,7.8,8.4,5.0,15.0
ALUNO-768,2021,0,3,G,Ametista,8.06,8.3,9.2,6.3,8.4,8.1,8.9,5.0,14.0
ALUNO-769,2021,0,3,B,Topázio,8.4,9.6,7.2,7.5,8.5,7.7,8.9,10.0,
ALUNO-773,2021,1,2,F,Topázio,8.92,9.5,10.0,7.5,8.9,9.8,9.8,5.0,12.0
ALUNO-775,2021,1,2,A,Topázio,9.21,9.5,10.0,7.5,8.9,8.1,9.6,10.0,
ALUNO-776,2021,0,3,R,Quartzo,5.42,7.9,4.2,7.5,3.9,6.9,5.4,5.0,14.0
ALUNO-777,2021,0,2,D,Quartzo,5.5,8.0,3.8,7.5,4.3,7.5,6.8,2.5,13.0
ALUNO-781,2021,0,3,M,Quartzo,5.45,8.8,3.1,7.5,3.3,6.7,4.4,10.0,
ALUNO-783,2021,0,2,K,Ágata,6.12,7.5,4.6,7.5,3.6,8.3,8.3,5.0,11.0
ALUNO-784,2021,1,2,G,Topázio,8.53,9.5,9.2,8.8,7.9,8.5,9.7,5.0,
ALUNO-786,2021,0,5,F,Quartzo,5.34,7.1,6.1,5.0,3.3,7.2,5.1,5.0,16.0
ALUNO-790,2021,1,4,A,Topázio,8.65,10.0,8.3,7.5,7.5,8.8,9.3,10.0,13.0
ALUNO-792,2021,0,2,I,Quartzo,5.53,6.3,5.8,5.0,4.1,7.5,5.8,5.0,11.0
ALUNO-793,2021,0,1,E,Ágata,6.51,8.0,7.9,7.5,3.9,7.3,6.8,5.0,9.0
ALUNO-794,2021,0,3,L,Ametista,7.21,7.9,7.5,6.3,8.2,7.9,8.1,2.5,11.0
ALUNO-796,2021,0,4,E,Ágata,5.94,8.3,6.7,7.5,2.3,7.3,4.2,10.0,13.0
ALUNO-797,2021,0,2,R,Quartzo,2.47,0.0,0.4,6.3,0.0,6.9,4.1,2.5,12.0
ALUNO-798,2021,0,3,R,Ametista,7.25,9.2,7.5,7.5,6.5,7.5,7.7,5.0,
ALUNO-802,2021,1,0,Q,Topázio,9.05,9.5,10.0,7.5,7.9,8.8,9.4,10.0,
ALUNO-803,2021,0,0,K,Ametista,7.13,8.5,6.7,7.5,6.6,8.8,7.5,5.0,7.0
ALUNO-805,2021,0,1,J,Ametista,6.99,8.5,5.8,7.5,5.1,8.1,6.9,10.0,
ALUNO-807,2021,1,1,E,Topázio,9.18,10.0,10.0,5.0,9.1,9.0,9.8,10.0,8.0
ALUNO-809,2021,0,1,G,Quartzo,4.77,10.0,2.5,7.5,0.0,7.2,6.5,5.0,
ALUNO-811,2021,0,2,B,Ametista,7.2,8.0,8.3,7.5,6.3,7.5,7.3,5.0,11.0
ALUNO-812,2021,0,0,Q,Ametista,8.07,10.0,10.0,7.5,7.1,7.5,8.3,5.0,
ALUNO-813,2021,0,2,F,Ametista,7.28,9.0,7.5,7.5,3.9,7.7,7.8,10.0,9.0
ALUNO-814,2021,0,2,E,Ágata,6.23,7.9,5.0,7.5,4.4,7.9,7.6,5.0,11.0
ALUNO-817,2021,1,2,C,Ametista,7.55,9.0,7.5,7.5,7.6,7.9,9.2,2.5,10.0
ALUNO-818,2021,0,0,O,Ametista,6.96,8.0,6.7,7.5,4.4,7.5,7.3,10.0,
ALUNO-820,2021,0,5,B,Ametista,8.07,8.8,6.1,7.5,8.2,8.6,8.7,10.0,14.0
ALUNO-822,2021,1,0,T,Topázio,8.76,9.5,10.0,7.5,6.6,8.1,9.7,10.0,
ALUNO-823,2021,0,2,N,Ametista,7.21,8.5,7.1,7.5,3.9,7.9,8.1,10.0,10.0
ALUNO-824,2021,1,1,M,Ametista,7.76,9.0,10.0,7.5,4.9,8.1,9.1,5.0,10.0
ALUNO-825,2021,0,3,M,Quartzo,4.29,7.9,2.8,6.3,1.2,6.3,4.8,5.0,13.0
ALUNO-826,2021,0,2,L,Quartzo,4.19,0.0,2.5,7.5,1.0,7.9,7.2,5.0,11.0
ALUNO-827,2021,0,0,S,Ágata,6.73,9.0,5.0,7.5,6.0,7.5,8.2,5.0,
ALUNO-828,2021,0,5,L,Ametista,7.48,9.2,7.5,7.5,7.3,8.1,7.7,5.0,15.0
ALUNO-829,2021,0,3,F,Ágata,6.42,10.0,3.9,7.5,3.6,7.3,7.2,10.0,12.0
ALUNO-830,2021,0,5,B,Topázio,8.51,10.0,7.8,7.5,7.9,8.8,8.8,10.0,13.0
ALUNO-831,2021,0,1,M,Ametista,7.35,9.5,10.0,7.5,3.6,7.7,8.3,5.0,11.0
ALUNO-833,2021,0,0,K,Ágata,5.83,8.5,8.3,4.4,4.4,2.5,6.2,5.0,
ALUNO-834,2021,0,3,H,Quartzo,5.51,6.7,3.1,6.9,5.8,7.3,5.7,5.0,
ALUNO-835,2021,0,2,M,Quartzo,4.33,0.0,5.4,5.6,1.6,7.8,5.4,5.0,11.0
ALUNO-838,2021,0,6,A,Ágata,6.32,7.5,7.2,2.5,5.3,7.7,5.2,10.0,15.0
ALUNO-840,2021,0,0,K,Ágata,6.6,9.0,8.3,4.4,6.6,5.3,6.2,5.0,8.0
ALUNO-843,2021,0,6,C,Ágata,6.64,7.1,7.2,5.6,7.3,6.9,6.5,5.0,
ALUNO-845,2021,0,3,A,Ágata,5.68,8.8,4.4,4.4,4.5,6.0,4.9,10.0,
ALUNO-848,2021,0,2,M,Ágata,6.85,8.5,7.9,7.5,4.9,8.1,6.8,5.0,12.0
ALUNO-849,2021,0,2,R,Ametista,7.44,7.5,8.3,8.1,4.6,7.9,7.6,10.0,10.0
ALUNO-850,2021,1,3,B,Ametista,8.15,9.2,7.5,7.5,6.6,8.1,9.3,10.0,12.0
ALUNO-851,2021,1,1,G,Ametista,7.71,9.5,9.6,7.5,4.8,8.1,9.2,5.0,9.0
ALUNO-855,2021,0,2,L,Ágata,6.24,8.0,7.1,7.5,2.8,7.9,7.1,5.0,13.0
ALUNO-858,2021,1,2,A,Topázio,8.59,9.5,10.0,7.5,6.2,7.7,9.4,10.0,10.0
ALUNO-860,2021,0,3,C,Ametista,7.07,8.8,5.0,7.5,7.2,8.3,8.4,5.0,14.0
ALUNO-861,2021,0,3,J,Ametista,7.72,9.2,8.3,7.5,7.7,7.7,7.9,5.0,14.0
ALUNO-862,2021,1,1,J,Ametista,7.99,9.0,9.6,7.5,6.5,8.1,9.1,5.0,10.0
ALUNO-865,2021,1,0,T,Topázio,8.4,9.5,10.0,7.5,7.3,8.1,9.7,5.0,
ALUNO-866,2021,1,1,A,Topázio,8.85,8.5,10.0,7.5,8.4,7.7,9.0,10.0,8.0
ALUNO-867,2021,0,1,E,Quartzo,4.09,0.0,2.1,8.1,1.7,6.9,6.7,5.0,
ALUNO-868,2021,0,0,Q,Ametista,8.08,9.0,8.3,7.5,7.0,7.8,7.9,10.0,
ALUNO-871,2021,0,0,P,Ágata,6.26,8.5,6.7,7.5,2.9,7.5,7.5,5.0,
ALUNO-872,2021,0,3,L,Quartzo,4.45,6.7,2.2,5.0,2.9,5.2,3.7,10.0,12.0
ALUNO-873,2021,0,1,J,Ágata,5.86,10.0,5.8,7.5,1.5,7.9,6.8,5.0,11.0
ALUNO-874,2021,0,5,L,Ágata,6.19,7.1,6.7,6.9,2.7,7.2,6.1,10.0,14.0
ALUNO-875,2021,0,0,O,Ametista,8.07,8.0,10.0,7.5,7.1,8.4,8.8,5.0,
ALUNO-877,2021,0,2,M,Ágata,6.38,7.4,7.5,7.5,1.9,8.1,8.5,5.0,12.0
ALUNO-878,2021,0,0,J,Ametista,7.08,9.0,6.7,7.5,6.7,5.6,8.5,5.0,
ALUNO-884,2021,0,5,B,Quartzo,4.51,7.9,3.9,0.0,2.1,7.5,6.4,5.0,
ALUNO-885,2021,0,1,J,Ametista,7.77,10.0,8.3,7.5,3.9,8.1,8.8,10.0,
ALUNO-886,2021,0,0,Q,Topázio,8.54,9.5,10.0,7.5,7.1,7.8,8.3,10.0,7.0
ALUNO-889,2021,0,2,D,Ametista,7.93,8.5,8.3,7.5,8.3,7.5,8.8,5.0,12.0
ALUNO-890,2021,0,3,R,Ágata,6.06,10.0,5.3,7.5,2.3,7.2,5.4,10.0,12.0
ALUNO-892,2021,0,1,G,Ametista,7.41,7.0,9.6,5.6,6.9,8.3,7.6,5.0,11.0
ALUNO-897,2021,0,3,M,Quartzo,5.13,7.9,3.3,6.9,4.3,6.7,4.8,5.0,
ALUNO-899,2021,1,2,D,Ametista,8.09,8.0,7.1,7.5,7.9,7.5,9.0,10.0,10.0
ALUNO-900,2021,0,3,D,Ágata,5.83,7.9,5.6,7.5,5.4,7.3,4.4,5.0,
ALUNO-902,2021,0,0,I,Ametista,7.27,8.5,10.0,7.5,5.4,7.8,6.6,5.0,8.0
ALUNO-903,2021,1,1,M,Topázio,9.07,9.0,10.0,7.5,8.3,8.1,9.7,10.0,8.0
ALUNO-904,2021,0,4,A,Ametista,7.14,9.2,5.6,7.5,5.9,7.5,7.2,10.0,13.0
ALUNO-905,2021,0,0,M,Ágata,6.13,9.5,5.8,7.5,3.5,7.5,6.6,5.0,
ALUNO-906,2021,1,5,A,Topázio,8.63,9.6,9.2,7.5,6.8,7.7,9.9,10.0,16.0
ALUNO-907,2021,0,2,P,Quartzo,5.36,0.0,3.8,7.5,3.1,7.3,7.6,10.0,9.0
ALUNO-909,2021,0,2,H,Ágata,6.08,9.5,5.4,7.5,3.1,7.3,7.2,5.0,12.0
ALUNO-910,2021,0,6,C,Ágata,6.77,8.8,7.8,7.5,5.0,7.5,6.7,5.0,16.0
ALUNO-911,2021,0,4,A,Ágata,6.24,6.7,6.9,5.0,5.1,7.5,7.0,5.0,15.0
ALUNO-914,2021,0,2,C,Quartzo,5.06,0.0,2.9,7.5,4.6,7.7,7.7,5.0,
ALUNO-916,2021,1,4,G,Topázio,8.87,8.3,9.7,7.5,7.8,9.2,9.3,10.0,13.0
ALUNO-919,2021,0,6,A,Ágata,6.52,7.5,3.9,7.5,5.5,7.8,6.8,10.0,15.0
ALUNO-922,2021,0,2,E,Ametista,7.47,8.5,6.7,6.3,5.6,8.5,8.5,10.0,10.0
ALUNO-923,2021,0,0,M,Ágata,5.91,8.0,8.3,5.0,3.9,6.6,5.0,5.0,8.0
ALUNO-926,2021,0,2,I,Ametista,7.22,9.0,7.9,5.0,6.9,7.5,8.1,5.0,12.0
ALUNO-927,2021,0,1,J,Ametista,7.25,7.4,8.8,7.5,4.7,8.1,8.8,5.0,9.0
ALUNO-930,2021,1,5,A,Topázio,8.36,10.0,8.3,7.5,9.0,8.0,9.3,5.0,15.0
